Date,Region,Province,Country,Total_Confirmed,Total_Deaths,Total_Recovered,Total_Active,Population
2020-01-22,,Washington,US,1.0,0.0,0.0,0.0,7614893
2020-01-23,,Washington,US,1.0,0.0,0.0,0.0,7614893
2020-01-24,,Washington,US,1.0,0.0,0.0,0.0,7614893
2020-01-25,,Washington,US,1.0,0.0,0.0,0.0,7614893
2020-01-26,,Washington,US,1.0,0.0,0.0,0.0,7614893
2020-01-27,,Washington,US,1.0,0.0,0.0,0.0,7614893
2020-01-28,,Washington,US,1.0,0.0,0.0,0.0,7614893
2020-01-29,,Washington,US,1.0,0.0,0.0,0.0,7614893
2020-01-30,,Washington,US,1.0,0.0,0.0,0.0,7614893
2020-01-31,,Washington,US,1.0,0.0,0.0,0.0,7614893
2020-02-01,,Washington,US,1.0,0.0,0.0,0.0,7614893
2020-02-02,,Washington,US,1.0,0.0,0.0,0.0,7614893
2020-02-03,,Washington,US,1.0,0.0,0.0,0.0,7614893
2020-02-04,,Washington,US,1.0,0.0,0.0,0.0,7614893
2020-02-05,,Washington,US,1.0,0.0,0.0,0.0,7614893
2020-02-06,,Washington,US,1.0,0.0,0.0,0.0,7614893
2020-02-07,,Washington,US,1.0,0.0,0.0,0.0,7614893
2020-02-08,,Washington,US,1.0,0.0,0.0,0.0,7614893
2020-02-09,,Washington,US,1.0,0.0,0.0,0.0,7614893
2020-02-10,,Washington,US,1.0,0.0,0.0,0.0,7614893
2020-02-11,,Washington,US,1.0,0.0,0.0,0.0,7614893
2020-02-12,,Washington,US,1.0,0.0,0.0,0.0,7614893
2020-02-13,,Washington,US,1.0,0.0,0.0,0.0,7614893
2020-02-14,,Washington,US,1.0,0.0,0.0,0.0,7614893
2020-02-15,,Washington,US,1.0,0.0,0.0,0.0,7614893
2020-02-16,,Washington,US,1.0,0.0,0.0,0.0,7614893
2020-02-17,,Washington,US,1.0,0.0,0.0,0.0,7614893
2020-02-18,,Washington,US,1.0,0.0,0.0,0.0,7614893
2020-02-19,,Washington,US,1.0,0.0,0.0,0.0,7614893
2020-02-20,,Washington,US,1.0,0.0,0.0,0.0,7614893
2020-02-21,,Washington,US,1.0,0.0,0.0,0.0,7614893
2020-02-22,,Washington,US,1.0,0.0,0.0,0.0,7614893
2020-02-23,,Washington,US,1.0,0.0,0.0,0.0,7614893
2020-02-24,,Washington,US,1.0,0.0,0.0,0.0,7614893
2020-02-25,,Washington,US,1.0,0.0,0.0,0.0,7614893
2020-02-26,,Washington,US,1.0,0.0,0.0,0.0,7614893
2020-02-27,,Washington,US,1.0,0.0,0.0,0.0,7614893
2020-02-28,,Washington,US,1.0,0.0,0.0,0.0,7614893
2020-02-29,,Washington,US,1.0,0.0,0.0,0.0,7614893
2020-03-01,,Washington,US,1.0,0.0,0.0,0.0,7614893
2020-03-02,,Washington,US,1.0,0.0,0.0,0.0,7614893
2020-03-03,,Washington,US,1.0,0.0,0.0,0.0,7614893
2020-03-04,,Washington,US,1.0,0.0,0.0,0.0,7614893
2020-03-05,,Washington,US,1.0,0.0,0.0,0.0,7614893
2020-03-06,,Washington,US,1.0,0.0,0.0,0.0,7614893
2020-03-07,,Washington,US,1.0,0.0,0.0,0.0,7614893
2020-03-08,,Washington,US,1.0,0.0,0.0,0.0,7614893
2020-03-09,,Washington,US,1.0,0.0,0.0,0.0,7614893
2020-03-10,,Washington,US,267.0,23.0,1.0,0.0,7614893
2020-03-11,,Washington,US,366.0,29.0,1.0,0.0,7614893
2020-03-12,,Washington,US,442.0,31.0,1.0,0.0,7614893
2020-03-13,,Washington,US,568.0,37.0,1.0,0.0,7614893
2020-03-14,,Washington,US,572.0,37.0,1.0,0.0,7614893
2020-03-15,,Washington,US,643.0,40.0,1.0,0.0,7614893
2020-03-16,,Washington,US,904.0,48.0,1.0,0.0,7614893
2020-03-17,,Washington,US,1076.0,55.0,1.0,0.0,7614893
2020-03-18,,Washington,US,1014.0,55.0,0.0,0.0,7614893
2020-03-19,,Washington,US,1376.0,74.0,0.0,0.0,7614893
2020-03-20,,Washington,US,1524.0,83.0,0.0,0.0,7614893
2020-03-21,,Washington,US,1793.0,94.0,0.0,0.0,7614893
2020-03-22,,Washington,US,1997.0,97.0,0.0,0.0,7614893
2020-03-23,,Washington,US,2221.0,109.0,0.0,0.0,7614893
2020-03-24,,Washington,US,2328.0,116.0,0.0,0.0,7614893
2020-03-25,,Washington,US,2591.0,133.0,0.0,0.0,7614893
2020-03-26,,Washington,US,3207.0,150.0,0.0,0.0,7614893
2020-03-27,,Washington,US,3477.0,157.0,0.0,0.0,7614893
2020-03-28,,Washington,US,4030.0,188.0,0.0,0.0,7614893
2020-03-29,,Washington,US,4465.0,198.0,0.0,0.0,7614893
2020-03-30,,Washington,US,4923.0,205.0,0.0,0.0,7614893
2020-03-31,,Washington,US,5432.0,225.0,0.0,0.0,7614893
2020-04-01,,Washington,US,5608.0,234.0,0.0,0.0,7614893
2020-04-02,,Washington,US,6389.0,271.0,0.0,0.0,7614893
2020-04-03,,Washington,US,6846.0,291.0,0.0,0.0,7614893
2020-04-04,,Washington,US,7247.0,315.0,0.0,0.0,7614893
2020-04-05,,Washington,US,7825.0,336.0,0.0,0.0,7614893
2020-04-06,,Washington,US,8311.0,381.0,0.0,0.0,7614893
2020-04-07,,Washington,US,8692.0,400.0,0.0,0.0,7614893
2020-04-08,,Washington,US,9276.0,426.0,0.0,0.0,7614893
2020-04-09,,Washington,US,9639.0,456.0,0.0,0.0,7614893
2020-04-10,,Washington,US,10119.0,483.0,0.0,0.0,7614893
2020-04-11,,Washington,US,10434.0,495.0,0.0,0.0,7614893
2020-04-12,,Washington,US,10609.0,506.0,0.0,10103.0,7614893
2020-04-13,,Washington,US,10635.0,513.0,0.0,10122.0,7614893
2020-04-14,,Washington,US,10799.0,530.0,0.0,10269.0,7614893
2020-04-15,,Washington,US,10942.0,552.0,0.0,10390.0,7614893
2020-04-16,,Washington,US,11057.0,579.0,0.0,10478.0,7614893
2020-04-17,,Washington,US,11517.0,603.0,0.0,10914.0,7614893
2020-04-18,,Washington,US,11776.0,613.0,0.0,11163.0,7614893
2020-04-19,,Washington,US,12255.0,636.0,0.0,11619.0,7614893
2020-04-20,,Washington,US,12114.0,643.0,0.0,11471.0,7614893
2020-04-21,,Washington,US,12563.0,664.0,0.0,11899.0,7614893
2020-04-22,,Washington,US,12596.0,686.0,0.0,11910.0,7614893
2020-04-23,,Washington,US,12753.0,711.0,0.0,12042.0,7614893
2020-04-24,,Washington,US,12977.0,722.0,0.0,12255.0,7614893
2020-04-25,,Washington,US,13319.0,737.0,0.0,12582.0,7614893
2020-01-22,,Idaho,US,0.0,0.0,0.0,0.0,1787065
2020-01-23,,Idaho,US,0.0,0.0,0.0,0.0,1787065
2020-01-24,,Idaho,US,0.0,0.0,0.0,0.0,1787065
2020-01-25,,Idaho,US,0.0,0.0,0.0,0.0,1787065
2020-01-26,,Idaho,US,0.0,0.0,0.0,0.0,1787065
2020-01-27,,Idaho,US,0.0,0.0,0.0,0.0,1787065
2020-01-28,,Idaho,US,0.0,0.0,0.0,0.0,1787065
2020-01-29,,Idaho,US,0.0,0.0,0.0,0.0,1787065
2020-01-30,,Idaho,US,0.0,0.0,0.0,0.0,1787065
2020-01-31,,Idaho,US,0.0,0.0,0.0,0.0,1787065
2020-02-01,,Idaho,US,0.0,0.0,0.0,0.0,1787065
2020-02-02,,Idaho,US,0.0,0.0,0.0,0.0,1787065
2020-02-03,,Idaho,US,0.0,0.0,0.0,0.0,1787065
2020-02-04,,Idaho,US,0.0,0.0,0.0,0.0,1787065
2020-02-05,,Idaho,US,0.0,0.0,0.0,0.0,1787065
2020-02-06,,Idaho,US,0.0,0.0,0.0,0.0,1787065
2020-02-07,,Idaho,US,0.0,0.0,0.0,0.0,1787065
2020-02-08,,Idaho,US,0.0,0.0,0.0,0.0,1787065
2020-02-09,,Idaho,US,0.0,0.0,0.0,0.0,1787065
2020-02-10,,Idaho,US,0.0,0.0,0.0,0.0,1787065
2020-02-11,,Idaho,US,0.0,0.0,0.0,0.0,1787065
2020-02-12,,Idaho,US,0.0,0.0,0.0,0.0,1787065
2020-02-13,,Idaho,US,0.0,0.0,0.0,0.0,1787065
2020-02-14,,Idaho,US,0.0,0.0,0.0,0.0,1787065
2020-02-15,,Idaho,US,0.0,0.0,0.0,0.0,1787065
2020-02-16,,Idaho,US,0.0,0.0,0.0,0.0,1787065
2020-02-17,,Idaho,US,0.0,0.0,0.0,0.0,1787065
2020-02-18,,Idaho,US,0.0,0.0,0.0,0.0,1787065
2020-02-19,,Idaho,US,0.0,0.0,0.0,0.0,1787065
2020-02-20,,Idaho,US,0.0,0.0,0.0,0.0,1787065
2020-02-21,,Idaho,US,0.0,0.0,0.0,0.0,1787065
2020-02-22,,Idaho,US,0.0,0.0,0.0,0.0,1787065
2020-02-23,,Idaho,US,0.0,0.0,0.0,0.0,1787065
2020-02-24,,Idaho,US,0.0,0.0,0.0,0.0,1787065
2020-02-25,,Idaho,US,0.0,0.0,0.0,0.0,1787065
2020-02-26,,Idaho,US,0.0,0.0,0.0,0.0,1787065
2020-02-27,,Idaho,US,0.0,0.0,0.0,0.0,1787065
2020-02-28,,Idaho,US,0.0,0.0,0.0,0.0,1787065
2020-02-29,,Idaho,US,0.0,0.0,0.0,0.0,1787065
2020-03-01,,Idaho,US,0.0,0.0,0.0,0.0,1787065
2020-03-02,,Idaho,US,0.0,0.0,0.0,0.0,1787065
2020-03-03,,Idaho,US,0.0,0.0,0.0,0.0,1787065
2020-03-04,,Idaho,US,0.0,0.0,0.0,0.0,1787065
2020-03-05,,Idaho,US,0.0,0.0,0.0,0.0,1787065
2020-03-06,,Idaho,US,0.0,0.0,0.0,0.0,1787065
2020-03-07,,Idaho,US,0.0,0.0,0.0,0.0,1787065
2020-03-08,,Idaho,US,0.0,0.0,0.0,0.0,1787065
2020-03-09,,Idaho,US,0.0,0.0,0.0,0.0,1787065
2020-03-10,,Idaho,US,0.0,0.0,0.0,0.0,1787065
2020-03-11,,Idaho,US,0.0,0.0,0.0,0.0,1787065
2020-03-12,,Idaho,US,0.0,0.0,0.0,0.0,1787065
2020-03-13,,Idaho,US,1.0,0.0,0.0,0.0,1787065
2020-03-14,,Idaho,US,2.0,0.0,0.0,0.0,1787065
2020-03-15,,Idaho,US,5.0,0.0,0.0,0.0,1787065
2020-03-16,,Idaho,US,5.0,0.0,0.0,0.0,1787065
2020-03-17,,Idaho,US,8.0,0.0,0.0,0.0,1787065
2020-03-18,,Idaho,US,9.0,0.0,0.0,0.0,1787065
2020-03-19,,Idaho,US,11.0,0.0,0.0,0.0,1787065
2020-03-20,,Idaho,US,23.0,0.0,0.0,0.0,1787065
2020-03-21,,Idaho,US,36.0,0.0,0.0,0.0,1787065
2020-03-22,,Idaho,US,42.0,0.0,0.0,0.0,1787065
2020-03-23,,Idaho,US,68.0,0.0,0.0,0.0,1787065
2020-03-24,,Idaho,US,81.0,0.0,0.0,0.0,1787065
2020-03-25,,Idaho,US,91.0,0.0,0.0,0.0,1787065
2020-03-26,,Idaho,US,146.0,3.0,0.0,0.0,1787065
2020-03-27,,Idaho,US,205.0,3.0,0.0,0.0,1787065
2020-03-28,,Idaho,US,234.0,4.0,0.0,0.0,1787065
2020-03-29,,Idaho,US,281.0,5.0,0.0,0.0,1787065
2020-03-30,,Idaho,US,340.0,6.0,0.0,0.0,1787065
2020-03-31,,Idaho,US,515.0,8.0,0.0,0.0,1787065
2020-04-01,,Idaho,US,566.0,9.0,0.0,0.0,1787065
2020-04-02,,Idaho,US,776.0,9.0,0.0,0.0,1787065
2020-04-03,,Idaho,US,891.0,9.0,0.0,0.0,1787065
2020-04-04,,Idaho,US,1022.0,10.0,0.0,0.0,1787065
2020-04-05,,Idaho,US,1078.0,10.0,0.0,0.0,1787065
2020-04-06,,Idaho,US,1101.0,10.0,0.0,0.0,1787065
2020-04-07,,Idaho,US,1170.0,13.0,0.0,0.0,1787065
2020-04-08,,Idaho,US,1210.0,15.0,0.0,0.0,1787065
2020-04-09,,Idaho,US,1232.0,18.0,0.0,0.0,1787065
2020-04-10,,Idaho,US,1354.0,24.0,0.0,0.0,1787065
2020-04-11,,Idaho,US,1396.0,25.0,0.0,0.0,1787065
2020-04-12,,Idaho,US,1407.0,27.0,0.0,1380.0,1787065
2020-04-13,,Idaho,US,1426.0,27.0,0.0,1399.0,1787065
2020-04-14,,Idaho,US,1464.0,33.0,0.0,1431.0,1787065
2020-04-15,,Idaho,US,1473.0,39.0,0.0,1434.0,1787065
2020-04-16,,Idaho,US,1587.0,41.0,0.0,1546.0,1787065
2020-04-17,,Idaho,US,1609.0,41.0,0.0,1568.0,1787065
2020-04-18,,Idaho,US,1655.0,43.0,0.0,1612.0,1787065
2020-04-19,,Idaho,US,1668.0,44.0,0.0,1624.0,1787065
2020-04-20,,Idaho,US,1672.0,45.0,0.0,1627.0,1787065
2020-04-21,,Idaho,US,1736.0,48.0,0.0,1688.0,1787065
2020-04-22,,Idaho,US,1766.0,51.0,0.0,1715.0,1787065
2020-04-23,,Idaho,US,1836.0,54.0,0.0,1782.0,1787065
2020-04-24,,Idaho,US,1870.0,54.0,0.0,1816.0,1787065
2020-04-25,,Idaho,US,1887.0,56.0,0.0,1831.0,1787065
2020-01-22,,Rhode Island,US,0.0,0.0,0.0,0.0,1059361
2020-01-23,,Rhode Island,US,0.0,0.0,0.0,0.0,1059361
2020-01-24,,Rhode Island,US,0.0,0.0,0.0,0.0,1059361
2020-01-25,,Rhode Island,US,0.0,0.0,0.0,0.0,1059361
2020-01-26,,Rhode Island,US,0.0,0.0,0.0,0.0,1059361
2020-01-27,,Rhode Island,US,0.0,0.0,0.0,0.0,1059361
2020-01-28,,Rhode Island,US,0.0,0.0,0.0,0.0,1059361
2020-01-29,,Rhode Island,US,0.0,0.0,0.0,0.0,1059361
2020-01-30,,Rhode Island,US,0.0,0.0,0.0,0.0,1059361
2020-01-31,,Rhode Island,US,0.0,0.0,0.0,0.0,1059361
2020-02-01,,Rhode Island,US,0.0,0.0,0.0,0.0,1059361
2020-02-02,,Rhode Island,US,0.0,0.0,0.0,0.0,1059361
2020-02-03,,Rhode Island,US,0.0,0.0,0.0,0.0,1059361
2020-02-04,,Rhode Island,US,0.0,0.0,0.0,0.0,1059361
2020-02-05,,Rhode Island,US,0.0,0.0,0.0,0.0,1059361
2020-02-06,,Rhode Island,US,0.0,0.0,0.0,0.0,1059361
2020-02-07,,Rhode Island,US,0.0,0.0,0.0,0.0,1059361
2020-02-08,,Rhode Island,US,0.0,0.0,0.0,0.0,1059361
2020-02-09,,Rhode Island,US,0.0,0.0,0.0,0.0,1059361
2020-02-10,,Rhode Island,US,0.0,0.0,0.0,0.0,1059361
2020-02-11,,Rhode Island,US,0.0,0.0,0.0,0.0,1059361
2020-02-12,,Rhode Island,US,0.0,0.0,0.0,0.0,1059361
2020-02-13,,Rhode Island,US,0.0,0.0,0.0,0.0,1059361
2020-02-14,,Rhode Island,US,0.0,0.0,0.0,0.0,1059361
2020-02-15,,Rhode Island,US,0.0,0.0,0.0,0.0,1059361
2020-02-16,,Rhode Island,US,0.0,0.0,0.0,0.0,1059361
2020-02-17,,Rhode Island,US,0.0,0.0,0.0,0.0,1059361
2020-02-18,,Rhode Island,US,0.0,0.0,0.0,0.0,1059361
2020-02-19,,Rhode Island,US,0.0,0.0,0.0,0.0,1059361
2020-02-20,,Rhode Island,US,0.0,0.0,0.0,0.0,1059361
2020-02-21,,Rhode Island,US,0.0,0.0,0.0,0.0,1059361
2020-02-22,,Rhode Island,US,0.0,0.0,0.0,0.0,1059361
2020-02-23,,Rhode Island,US,0.0,0.0,0.0,0.0,1059361
2020-02-24,,Rhode Island,US,0.0,0.0,0.0,0.0,1059361
2020-02-25,,Rhode Island,US,0.0,0.0,0.0,0.0,1059361
2020-02-26,,Rhode Island,US,0.0,0.0,0.0,0.0,1059361
2020-02-27,,Rhode Island,US,0.0,0.0,0.0,0.0,1059361
2020-02-28,,Rhode Island,US,0.0,0.0,0.0,0.0,1059361
2020-02-29,,Rhode Island,US,0.0,0.0,0.0,0.0,1059361
2020-03-01,,Rhode Island,US,0.0,0.0,0.0,0.0,1059361
2020-03-02,,Rhode Island,US,0.0,0.0,0.0,0.0,1059361
2020-03-03,,Rhode Island,US,0.0,0.0,0.0,0.0,1059361
2020-03-04,,Rhode Island,US,0.0,0.0,0.0,0.0,1059361
2020-03-05,,Rhode Island,US,0.0,0.0,0.0,0.0,1059361
2020-03-06,,Rhode Island,US,0.0,0.0,0.0,0.0,1059361
2020-03-07,,Rhode Island,US,0.0,0.0,0.0,0.0,1059361
2020-03-08,,Rhode Island,US,0.0,0.0,0.0,0.0,1059361
2020-03-09,,Rhode Island,US,0.0,0.0,0.0,0.0,1059361
2020-03-10,,Rhode Island,US,3.0,0.0,0.0,0.0,1059361
2020-03-11,,Rhode Island,US,5.0,0.0,0.0,0.0,1059361
2020-03-12,,Rhode Island,US,5.0,0.0,0.0,0.0,1059361
2020-03-13,,Rhode Island,US,14.0,0.0,0.0,0.0,1059361
2020-03-14,,Rhode Island,US,20.0,0.0,0.0,0.0,1059361
2020-03-15,,Rhode Island,US,20.0,0.0,0.0,0.0,1059361
2020-03-16,,Rhode Island,US,21.0,0.0,0.0,0.0,1059361
2020-03-17,,Rhode Island,US,23.0,0.0,0.0,0.0,1059361
2020-03-18,,Rhode Island,US,33.0,0.0,0.0,0.0,1059361
2020-03-19,,Rhode Island,US,44.0,0.0,0.0,0.0,1059361
2020-03-20,,Rhode Island,US,54.0,0.0,0.0,0.0,1059361
2020-03-21,,Rhode Island,US,66.0,0.0,0.0,0.0,1059361
2020-03-22,,Rhode Island,US,83.0,0.0,0.0,0.0,1059361
2020-03-23,,Rhode Island,US,106.0,0.0,0.0,0.0,1059361
2020-03-24,,Rhode Island,US,124.0,0.0,0.0,0.0,1059361
2020-03-25,,Rhode Island,US,132.0,0.0,0.0,0.0,1059361
2020-03-26,,Rhode Island,US,165.0,0.0,0.0,0.0,1059361
2020-03-27,,Rhode Island,US,203.0,0.0,0.0,0.0,1059361
2020-03-28,,Rhode Island,US,239.0,2.0,0.0,0.0,1059361
2020-03-29,,Rhode Island,US,294.0,3.0,0.0,0.0,1059361
2020-03-30,,Rhode Island,US,408.0,4.0,0.0,0.0,1059361
2020-03-31,,Rhode Island,US,488.0,8.0,0.0,0.0,1059361
2020-04-01,,Rhode Island,US,566.0,10.0,0.0,0.0,1059361
2020-04-02,,Rhode Island,US,645.0,12.0,0.0,0.0,1059361
2020-04-03,,Rhode Island,US,711.0,14.0,0.0,0.0,1059361
2020-04-04,,Rhode Island,US,806.0,17.0,0.0,0.0,1059361
2020-04-05,,Rhode Island,US,922.0,25.0,0.0,0.0,1059361
2020-04-06,,Rhode Island,US,1082.0,27.0,0.0,0.0,1059361
2020-04-07,,Rhode Island,US,1229.0,30.0,0.0,0.0,1059361
2020-04-08,,Rhode Island,US,1450.0,35.0,0.0,0.0,1059361
2020-04-09,,Rhode Island,US,1727.0,43.0,0.0,0.0,1059361
2020-04-10,,Rhode Island,US,1727.0,43.0,0.0,0.0,1059361
2020-04-11,,Rhode Island,US,2349.0,56.0,0.0,0.0,1059361
2020-04-12,,Rhode Island,US,2665.0,63.0,0.0,2602.0,1059361
2020-04-13,,Rhode Island,US,2665.0,63.0,0.0,2602.0,1059361
2020-04-14,,Rhode Island,US,3251.0,80.0,0.0,3171.0,1059361
2020-04-15,,Rhode Island,US,3251.0,80.0,0.0,3171.0,1059361
2020-04-16,,Rhode Island,US,3529.0,87.0,0.0,3442.0,1059361
2020-04-17,,Rhode Island,US,4177.0,118.0,0.0,4059.0,1059361
2020-04-18,,Rhode Island,US,4491.0,137.0,0.0,4354.0,1059361
2020-04-19,,Rhode Island,US,4706.0,150.0,0.0,4556.0,1059361
2020-04-20,,Rhode Island,US,5090.0,155.0,0.0,4935.0,1059361
2020-04-21,,Rhode Island,US,5500.0,171.0,0.0,5329.0,1059361
2020-04-22,,Rhode Island,US,5841.0,181.0,0.0,5660.0,1059361
2020-04-23,,Rhode Island,US,6256.0,189.0,0.0,6067.0,1059361
2020-04-24,,Rhode Island,US,6699.0,202.0,0.0,6497.0,1059361
2020-04-25,,Rhode Island,US,7129.0,215.0,0.0,6914.0,1059361
2020-01-22,,Iowa,US,0.0,0.0,0.0,0.0,3155070
2020-01-23,,Iowa,US,0.0,0.0,0.0,0.0,3155070
2020-01-24,,Iowa,US,0.0,0.0,0.0,0.0,3155070
2020-01-25,,Iowa,US,0.0,0.0,0.0,0.0,3155070
2020-01-26,,Iowa,US,0.0,0.0,0.0,0.0,3155070
2020-01-27,,Iowa,US,0.0,0.0,0.0,0.0,3155070
2020-01-28,,Iowa,US,0.0,0.0,0.0,0.0,3155070
2020-01-29,,Iowa,US,0.0,0.0,0.0,0.0,3155070
2020-01-30,,Iowa,US,0.0,0.0,0.0,0.0,3155070
2020-01-31,,Iowa,US,0.0,0.0,0.0,0.0,3155070
2020-02-01,,Iowa,US,0.0,0.0,0.0,0.0,3155070
2020-02-02,,Iowa,US,0.0,0.0,0.0,0.0,3155070
2020-02-03,,Iowa,US,0.0,0.0,0.0,0.0,3155070
2020-02-04,,Iowa,US,0.0,0.0,0.0,0.0,3155070
2020-02-05,,Iowa,US,0.0,0.0,0.0,0.0,3155070
2020-02-06,,Iowa,US,0.0,0.0,0.0,0.0,3155070
2020-02-07,,Iowa,US,0.0,0.0,0.0,0.0,3155070
2020-02-08,,Iowa,US,0.0,0.0,0.0,0.0,3155070
2020-02-09,,Iowa,US,0.0,0.0,0.0,0.0,3155070
2020-02-10,,Iowa,US,0.0,0.0,0.0,0.0,3155070
2020-02-11,,Iowa,US,0.0,0.0,0.0,0.0,3155070
2020-02-12,,Iowa,US,0.0,0.0,0.0,0.0,3155070
2020-02-13,,Iowa,US,0.0,0.0,0.0,0.0,3155070
2020-02-14,,Iowa,US,0.0,0.0,0.0,0.0,3155070
2020-02-15,,Iowa,US,0.0,0.0,0.0,0.0,3155070
2020-02-16,,Iowa,US,0.0,0.0,0.0,0.0,3155070
2020-02-17,,Iowa,US,0.0,0.0,0.0,0.0,3155070
2020-02-18,,Iowa,US,0.0,0.0,0.0,0.0,3155070
2020-02-19,,Iowa,US,0.0,0.0,0.0,0.0,3155070
2020-02-20,,Iowa,US,0.0,0.0,0.0,0.0,3155070
2020-02-21,,Iowa,US,0.0,0.0,0.0,0.0,3155070
2020-02-22,,Iowa,US,0.0,0.0,0.0,0.0,3155070
2020-02-23,,Iowa,US,0.0,0.0,0.0,0.0,3155070
2020-02-24,,Iowa,US,0.0,0.0,0.0,0.0,3155070
2020-02-25,,Iowa,US,0.0,0.0,0.0,0.0,3155070
2020-02-26,,Iowa,US,0.0,0.0,0.0,0.0,3155070
2020-02-27,,Iowa,US,0.0,0.0,0.0,0.0,3155070
2020-02-28,,Iowa,US,0.0,0.0,0.0,0.0,3155070
2020-02-29,,Iowa,US,0.0,0.0,0.0,0.0,3155070
2020-03-01,,Iowa,US,0.0,0.0,0.0,0.0,3155070
2020-03-02,,Iowa,US,0.0,0.0,0.0,0.0,3155070
2020-03-03,,Iowa,US,0.0,0.0,0.0,0.0,3155070
2020-03-04,,Iowa,US,0.0,0.0,0.0,0.0,3155070
2020-03-05,,Iowa,US,0.0,0.0,0.0,0.0,3155070
2020-03-06,,Iowa,US,0.0,0.0,0.0,0.0,3155070
2020-03-07,,Iowa,US,0.0,0.0,0.0,0.0,3155070
2020-03-08,,Iowa,US,0.0,0.0,0.0,0.0,3155070
2020-03-09,,Iowa,US,0.0,0.0,0.0,0.0,3155070
2020-03-10,,Iowa,US,8.0,0.0,0.0,0.0,3155070
2020-03-11,,Iowa,US,13.0,0.0,0.0,0.0,3155070
2020-03-12,,Iowa,US,16.0,0.0,0.0,0.0,3155070
2020-03-13,,Iowa,US,17.0,0.0,0.0,0.0,3155070
2020-03-14,,Iowa,US,17.0,0.0,0.0,0.0,3155070
2020-03-15,,Iowa,US,18.0,0.0,0.0,0.0,3155070
2020-03-16,,Iowa,US,23.0,0.0,0.0,0.0,3155070
2020-03-17,,Iowa,US,23.0,0.0,0.0,0.0,3155070
2020-03-18,,Iowa,US,29.0,0.0,0.0,0.0,3155070
2020-03-19,,Iowa,US,44.0,0.0,0.0,0.0,3155070
2020-03-20,,Iowa,US,45.0,0.0,0.0,0.0,3155070
2020-03-21,,Iowa,US,68.0,0.0,0.0,0.0,3155070
2020-03-22,,Iowa,US,90.0,0.0,0.0,0.0,3155070
2020-03-23,,Iowa,US,105.0,0.0,0.0,0.0,3155070
2020-03-24,,Iowa,US,124.0,0.0,0.0,0.0,3155070
2020-03-25,,Iowa,US,146.0,1.0,0.0,0.0,3155070
2020-03-26,,Iowa,US,179.0,1.0,0.0,0.0,3155070
2020-03-27,,Iowa,US,235.0,3.0,0.0,0.0,3155070
2020-03-28,,Iowa,US,298.0,3.0,0.0,0.0,3155070
2020-03-29,,Iowa,US,336.0,4.0,0.0,0.0,3155070
2020-03-30,,Iowa,US,424.0,6.0,0.0,0.0,3155070
2020-03-31,,Iowa,US,497.0,7.0,0.0,0.0,3155070
2020-04-01,,Iowa,US,547.0,9.0,0.0,0.0,3155070
2020-04-02,,Iowa,US,614.0,11.0,0.0,0.0,3155070
2020-04-03,,Iowa,US,699.0,11.0,0.0,0.0,3155070
2020-04-04,,Iowa,US,787.0,14.0,0.0,0.0,3155070
2020-04-05,,Iowa,US,869.0,18.0,0.0,0.0,3155070
2020-04-06,,Iowa,US,946.0,25.0,0.0,0.0,3155070
2020-04-07,,Iowa,US,1046.0,25.0,0.0,0.0,3155070
2020-04-08,,Iowa,US,1145.0,27.0,0.0,0.0,3155070
2020-04-09,,Iowa,US,1270.0,29.0,0.0,0.0,3155070
2020-04-10,,Iowa,US,1388.0,31.0,0.0,0.0,3155070
2020-04-11,,Iowa,US,1510.0,34.0,0.0,0.0,3155070
2020-04-12,,Iowa,US,1587.0,41.0,0.0,1546.0,3155070
2020-04-13,,Iowa,US,1710.0,41.0,0.0,1669.0,3155070
2020-04-14,,Iowa,US,1899.0,49.0,0.0,1850.0,3155070
2020-04-15,,Iowa,US,1995.0,53.0,0.0,1942.0,3155070
2020-04-16,,Iowa,US,2141.0,60.0,0.0,2081.0,3155070
2020-04-17,,Iowa,US,2332.0,64.0,0.0,2268.0,3155070
2020-04-18,,Iowa,US,2513.0,74.0,0.0,2439.0,3155070
2020-04-19,,Iowa,US,2902.0,75.0,0.0,2827.0,3155070
2020-04-20,,Iowa,US,3159.0,79.0,0.0,3080.0,3155070
2020-04-21,,Iowa,US,3641.0,83.0,0.0,3558.0,3155070
2020-04-22,,Iowa,US,3748.0,90.0,0.0,3658.0,3155070
2020-04-23,,Iowa,US,3924.0,96.0,0.0,3828.0,3155070
2020-04-24,,Iowa,US,4445.0,107.0,0.0,4338.0,3155070
2020-04-25,,Iowa,US,5092.0,112.0,0.0,4980.0,3155070
2020-01-22,,Wyoming,US,0.0,0.0,0.0,0.0,578759
2020-01-23,,Wyoming,US,0.0,0.0,0.0,0.0,578759
2020-01-24,,Wyoming,US,0.0,0.0,0.0,0.0,578759
2020-01-25,,Wyoming,US,0.0,0.0,0.0,0.0,578759
2020-01-26,,Wyoming,US,0.0,0.0,0.0,0.0,578759
2020-01-27,,Wyoming,US,0.0,0.0,0.0,0.0,578759
2020-01-28,,Wyoming,US,0.0,0.0,0.0,0.0,578759
2020-01-29,,Wyoming,US,0.0,0.0,0.0,0.0,578759
2020-01-30,,Wyoming,US,0.0,0.0,0.0,0.0,578759
2020-01-31,,Wyoming,US,0.0,0.0,0.0,0.0,578759
2020-02-01,,Wyoming,US,0.0,0.0,0.0,0.0,578759
